place_id,name,type,source,lat,lng,ward_number,population,households,area_sqkm,population_density,population_density_proxy,rating,review_count,price_level,has_rating,log_review_count,rating_review_signal,competitors_within_500m,competitors_within_200m,competitors_min_distance,competitors_avg_distance,roads_within_500m,roads_avg_distance,schools_within_500m,schools_within_200m,schools_min_distance,hospitals_within_500m,hospitals_min_distance,bus_stops_within_500m,bus_stops_min_distance,education_points_within_500m,education_points_within_200m,education_students_within_500m,education_intensity_score,accessibility_score,foot_traffic_score,competition_pressure,location_density_score,ward_population_log,road_feature_source,is_operational,computed_schools_within_500m,computed_schools_within_200m,computed_schools_min_distance,computed_hospitals_within_500m,computed_hospitals_within_200m,computed_hospitals_min_distance,computed_bus_stops_within_500m,computed_bus_stops_within_200m,computed_bus_stops_min_distance,computed_competitors_within_500m,computed_competitors_within_200m,computed_competitors_min_distance,computed_competitors_avg_distance,dataset_count_raw_files,combined_at,observed_outcome_score,observed_outcome_confidence,observed_outcome_tier,labeling_version
osm_8296199093,Ajju Cafe,cafe,openstreetmap,27.7082024,85.3382137,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,11.0,7.0,0.0,216.08,26.0,355.16,20.0,2.0,65.1,2.0,293.42,0.0,500.0,19,4,5044,10.1552,1.74,10.0,7.5,11.926,10.6668,enriched,True,41,7,61.74,9,3,50.86,0,0,660.38,10,6,50.98,3809.93,8,2026-03-23T08:50:30.648265+00:00,75.1384,0.8921,high_outcome,observed_outcome_v1
osm_3074604293,Bridge Side Cafe,cafe,openstreetmap,27.7081611,85.3376065,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,10.0,5.0,0.0,211.89,23.0,356.57,21.0,1.0,64.0,2.0,233.49,0.0,500.0,22,3,5224,10.7622,1.72,10.0,6.87,11.92,10.6668,enriched,True,45,4,60.52,8,3,5.51,0,0,683.54,9,4,59.95,3793.87,8,2026-03-23T08:50:30.648265+00:00,76.6531,0.9019,high_outcome,observed_outcome_v1
osm_215562060,Burger Bites,cafe,openstreetmap,27.7081426,85.3387271,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,8.0,7.0,50.98,3822.0,8.0,1500.0,39.0,7.0,41.58,10.0,34.71,0.0,634.66,18,4,4969,9.8022,2.5,5.57125,2.4,10.604,10.6668,fallback,True,39,7,41.58,10,2,34.71,0,0,634.66,8,7,50.98,3822.0,8,2026-03-23T08:50:30.648265+00:00,71.4909,0.8865,high_outcome,observed_outcome_v1
osm_9526105818,Cafe Zen,cafe,openstreetmap,27.7183047,85.3470401,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,16.0,7.0,0.0,247.27,94.0,254.99,25.0,2.0,133.53,7.0,66.66,5.0,34.08,25,3,10404,11.95,5.63,10.0,10.0,13.093,10.6668,enriched,True,54,8,55.55,46,27,12.63,2,1,45.94,15,6,54.38,4429.15,8,2026-03-23T08:50:30.648265+00:00,83.9338,0.9341,high_outcome,observed_outcome_v1
osm_3074563847,Cross Road Cafe,cafe,openstreetmap,27.7080891,85.3395574,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,10.0,8.0,0.0,151.39,28.0,358.69,19.0,1.0,180.69,1.0,424.54,0.0,500.0,17,3,4239,8.9705,1.7,8.1,6.87,11.249,10.6668,enriched,True,37,5,41.01,11,2,100.92,0,0,604.61,9,7,10.57,3843.59,8,2026-03-23T08:50:30.648265+00:00,70.4863,0.8707,high_outcome,observed_outcome_v1
osm_3074604294,Cross Road Cafe,cafe,openstreetmap,27.708259,85.3395086,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,10.0,8.0,0.0,150.82,29.0,349.05,19.0,2.0,169.94,1.0,420.93,0.0,500.0,17,4,4239,9.4205,1.81,8.1,6.87,11.282,10.6668,enriched,True,37,7,37.03,11,2,102.77,0,0,624.1,9,7,19.49,3845.93,8,2026-03-23T08:50:30.648265+00:00,71.637,0.8774,high_outcome,observed_outcome_v1
osm_9528661121,Crown cafe,cafe,openstreetmap,27.7187863,85.3464301,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,14.0,7.0,0.0,221.17,91.0,280.05,22.0,3.0,53.09,7.0,40.16,5.0,109.71,23,5,11054,12.1621,5.04,10.0,9.41,12.916,10.6668,enriched,True,50,10,48.15,47,26,5.96,2,1,110.5,13,6,50.45,4427.65,8,2026-03-23T08:50:30.648265+00:00,84.1772,0.9386,high_outcome,observed_outcome_v1
osm_347553422,Dev Darsan Cafe,cafe,openstreetmap,27.7245052,85.3495467,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,8.0,4.0,36.89,4844.83,8.0,1500.0,31.0,9.0,44.37,4.0,228.79,1.0,489.77,16,5,5060,9.5559,2.45,5.57125,2.4,10.589,10.6668,fallback,True,31,9,44.37,4,0,228.79,1,0,489.77,8,4,36.89,4844.83,8,2026-03-23T08:50:30.648265+00:00,71.1184,0.8832,high_outcome,observed_outcome_v1
osm_6371985765,H2O Cafe,cafe,openstreetmap,27.7178141,85.3474135,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,17.0,6.0,0.0,264.02,97.0,240.86,29.0,2.0,197.16,8.0,42.76,5.0,36.61,28,2,11274,12.5661,5.81,10.0,10.0,13.147,10.6668,enriched,True,61,7,65.42,46,27,38.71,2,1,47.58,16,5,65.78,4422.45,8,2026-03-23T08:50:30.648265+00:00,85.7454,0.945,high_outcome,observed_outcome_v1
osm_10973663905,Himalayan Beans Java,cafe,openstreetmap,27.7225505,85.3489534,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,16.0,3.0,0.0,351.77,22.0,396.98,16.0,3.0,174.9,4.0,334.1,3.0,358.41,21,5,5560,11.3247,1.9,9.3,10.0,11.729,10.6668,enriched,True,40,8,24.42,23,2,24.25,1,0,331.9,15,2,154.24,4712.13,8,2026-03-23T08:50:30.648265+00:00,78.0309,0.9116,high_outcome,observed_outcome_v1
osm_3074604300,Motorway Sifal Chiya Pasal,cafe,openstreetmap,27.7096211,85.3398649,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,11.0,5.0,0.0,235.57,31.0,253.28,24.0,5.0,116.33,1.0,491.58,1.0,460.15,20,4,4801,10.4954,3.07,9.9,7.5,12.29,10.6668,enriched,True,46,10,113.34,10,1,170.57,0,0,766.05,10,5,155.47,3888.56,8,2026-03-23T08:50:30.648265+00:00,76.6635,0.8961,high_outcome,observed_outcome_v1
osm_9422552317,Nepa Tea,cafe,openstreetmap,27.7180871,85.3402779,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,9.0,1.0,0.0,352.9,26.0,238.27,18.0,1.0,159.72,0.0,500.0,0.0,500.0,18,2,5748,8.9314,3.14,7.4,6.23,11.436,10.6668,enriched,True,39,3,159.72,11,3,95.38,0,0,656.13,7,0,340.9,4197.67,8,2026-03-23T08:50:30.648265+00:00,71.5463,0.8765,high_outcome,observed_outcome_v1
osm_10680582106,Nepal Tea,cafe,openstreetmap,27.7178125,85.3448012,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,13.0,4.0,0.0,282.33,97.0,288.7,21.0,6.0,111.51,6.0,142.98,4.0,177.81,22,7,17798,12.8074,4.46,10.0,8.78,12.742,10.6668,enriched,True,47,15,54.51,44,17,124.02,2,0,210.78,12,3,152.69,4326.17,8,2026-03-23T08:50:30.648265+00:00,85.9139,0.9535,high_outcome,observed_outcome_v1
osm_3074569319,Newaaz cafe,cafe,openstreetmap,27.708086,85.3399227,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,10.0,7.0,0.0,162.82,28.0,359.78,20.0,0.0,214.6,1.0,460.46,1.0,489.65,18,2,4624,8.8878,1.71,6.7,6.87,10.762,10.6668,enriched,True,41,2,56.98,10,1,136.0,0,0,596.73,9,6,25.71,3854.07,8,2026-03-23T08:50:30.648265+00:00,69.484,0.8713,medium_outcome,observed_outcome_v1
osm_4264062071,Norlahi Momo,cafe,openstreetmap,27.7257983,85.3501285,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,8.0,4.0,0.0,230.81,4.0,430.87,10.0,2.0,120.71,0.0,500.0,0.0,500.0,13,3,4125,7.565,0.33,5.0,5.59,9.753,10.6668,enriched,True,25,5,38.0,3,0,381.28,1,0,496.39,9,3,33.45,4945.12,8,2026-03-23T08:50:30.648265+00:00,64.0677,0.8491,medium_outcome,observed_outcome_v1
osm_3074563855,RK Cafe,cafe,openstreetmap,27.7081079,85.3396627,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,10.0,7.0,0.0,152.42,28.0,357.29,19.0,1.0,189.62,1.0,434.99,0.0,500.0,17,3,4239,8.9705,1.71,8.1,6.87,11.252,10.6668,enriched,True,38,5,46.15,11,1,111.48,0,0,604.26,9,6,10.57,3847.0,8,2026-03-23T08:50:30.648265+00:00,70.4956,0.8707,high_outcome,observed_outcome_v1
osm_9933906817,Red Mud Coffee,cafe,openstreetmap,27.7166208,85.3545051,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,5.0,1.0,0.0,321.25,0.0,500.0,24.0,4.0,49.21,1.0,266.6,0.0,500.0,16,4,6959,9.1696,0.0,10.0,3.68,11.404,10.6668,enriched,True,40,8,49.21,1,0,266.6,0,0,758.14,4,0,305.65,4691.53,8,2026-03-23T08:50:30.648265+00:00,73.219,0.884,high_outcome,observed_outcome_v1
osm_9528660724,Royal Himalayan coffee,cafe,openstreetmap,27.719996,85.3457864,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,13.0,4.0,0.0,255.53,72.0,327.2,16.0,3.0,101.07,6.0,178.57,5.0,65.68,18,4,8355,9.9061,3.87,10.0,8.78,12.565,10.6668,enriched,True,39,7,14.7,45,18,4.73,2,1,187.56,12,3,40.51,4461.18,8,2026-03-23T08:50:30.648265+00:00,77.2983,0.8989,high_outcome,observed_outcome_v1
osm_3363046525,S2 bakery and momo,cafe,openstreetmap,27.7118262,85.3417089,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,12.0,3.0,0.0,321.98,51.0,347.0,25.0,8.0,24.35,2.0,377.36,1.0,296.46,23,5,13279,12.1988,2.38,10.0,8.14,12.118,10.6668,enriched,True,52,13,24.35,9,4,22.23,0,0,849.4,11,2,147.63,4004.81,8,2026-03-23T08:50:30.648265+00:00,82.9099,0.9429,high_outcome,observed_outcome_v1
osm_3074585435,Sagar Coke and Coffee Shop,cafe,openstreetmap,27.7133195,85.344512,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,8.0,2.0,0.0,271.69,105.0,343.1,26.0,4.0,47.69,3.0,81.83,1.0,299.53,25,6,17554,13.4046,2.42,10.0,5.59,12.13,10.6668,enriched,True,55,10,16.39,15,2,81.83,0,0,562.74,7,1,172.44,4145.67,8,2026-03-23T08:50:30.648265+00:00,85.9598,0.9616,high_outcome,observed_outcome_v1
osm_6385168419,The Bakery Cafe,cafe,openstreetmap,27.7190451,85.3513103,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,13.0,3.0,0.0,330.11,44.0,393.07,23.0,4.0,81.96,4.0,140.24,5.0,100.89,22,5,7079,11.723,2.37,10.0,8.78,12.115,10.6668,enriched,True,48,9,81.96,27,2,140.24,1,0,448.58,12,2,28.34,4639.91,8,2026-03-23T08:50:30.648265+00:00,80.6227,0.9227,high_outcome,observed_outcome_v1
osm_9450088718,The Biryani House & Cafe,cafe,openstreetmap,27.71325,85.3422883,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,9.0,4.0,0.0,239.68,80.0,394.09,29.0,9.0,106.75,2.0,295.83,1.0,358.05,25,9,14639,14.7183,1.65,10.0,6.23,11.899,10.6668,enriched,True,58,20,41.56,11,1,190.34,0,0,690.77,8,3,22.15,4067.82,8,2026-03-23T08:50:30.648265+00:00,85.3939,0.9616,high_outcome,observed_outcome_v1
osm_427163246,Top Ten Momo Center,cafe,openstreetmap,27.7241735,85.3495426,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,7.0,5.0,36.89,4825.59,8.0,1500.0,35.0,7.0,33.29,4.0,192.37,1.0,466.67,18,4,5610,9.8265,2.45,5.57125,2.1,10.589,10.6668,fallback,True,35,7,33.29,4,1,192.37,1,0,466.67,7,5,36.89,4825.59,8,2026-03-23T08:50:30.648265+00:00,72.0306,0.8894,high_outcome,observed_outcome_v1
osm_6874841987,Unknown Cafe,cafe,openstreetmap,27.7130965,85.3421449,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,9.0,4.0,0.0,240.07,79.0,396.65,29.0,9.0,91.26,2.0,309.15,1.0,352.99,25,9,14639,14.7183,1.63,10.0,6.23,11.893,10.6668,enriched,True,58,20,63.22,11,2,169.53,0,0,712.91,8,3,22.15,4058.2,8,2026-03-23T08:50:30.648265+00:00,85.3765,0.9616,high_outcome,observed_outcome_v1
osm_7097644685,Unknown Cafe,cafe,openstreetmap,27.714099,85.3484505,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,10.0,3.0,0.0,303.67,107.0,275.04,21.0,5.0,108.85,6.0,155.61,3.0,422.33,18,4,16770,10.0455,3.23,10.0,6.87,12.373,10.6668,enriched,True,42,9,108.85,24,1,155.61,1,0,448.15,9,2,13.13,4323.67,8,2026-03-23T08:50:30.648265+00:00,78.7303,0.9121,high_outcome,observed_outcome_v1
osm_7097644885,Unknown Cafe,cafe,openstreetmap,27.7140182,85.3485477,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,11.0,4.0,0.0,322.47,102.0,271.6,20.0,5.0,105.38,6.0,147.89,3.0,434.05,17,4,16490,9.6921,3.18,10.0,7.5,12.358,10.6668,enriched,True,40,9,105.38,24,1,147.89,1,0,459.84,10,3,13.13,4325.03,8,2026-03-23T08:50:30.648265+00:00,77.857,0.9068,high_outcome,observed_outcome_v1
osm_8274082617,Unknown Cafe,cafe,openstreetmap,27.719246,85.3514875,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,11.0,2.0,0.0,311.44,36.0,390.16,22.0,5.0,110.01,3.0,120.75,4.0,117.88,22,6,7079,12.173,2.59,10.0,7.5,12.181,10.6668,enriched,True,46,11,110.01,21,1,120.75,1,0,471.93,10,1,28.34,4656.85,8,2026-03-23T08:50:30.648265+00:00,81.8454,0.9294,high_outcome,observed_outcome_v1
osm_9401668317,Unknown Cafe,cafe,openstreetmap,27.7144997,85.349805,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,10.0,4.0,0.0,302.07,96.0,330.12,23.0,5.0,26.86,5.0,29.07,3.0,420.45,19,4,8329,10.2555,2.43,10.0,6.87,12.133,10.6668,enriched,True,45,9,26.45,21,1,29.07,1,0,471.78,9,3,134.85,4395.05,8,2026-03-23T08:50:30.648265+00:00,77.5158,0.9041,high_outcome,observed_outcome_v1
osm_9401668324,Unknown Cafe,cafe,openstreetmap,27.7134542,85.3427669,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,8.0,4.0,0.0,221.33,89.0,388.14,30.0,9.0,83.59,2.0,251.94,1.0,352.98,28,11,18159,16.7114,1.73,10.0,5.59,11.923,10.6668,enriched,True,62,22,13.37,12,0,215.09,0,0,642.86,7,3,52.3,4090.16,8,2026-03-23T08:50:30.648265+00:00,85.4604,0.9616,high_outcome,observed_outcome_v1
osm_13094277803,Unknown Cafe,cafe,openstreetmap,27.7209449,85.3479979,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,17.0,1.0,0.0,310.79,54.0,353.97,16.0,4.0,98.2,7.0,316.71,5.0,188.4,20,5,6744,11.0133,3.23,10.0,10.0,12.373,10.6668,enriched,True,40,9,98.2,42,2,127.99,2,0,238.05,16,0,201.79,4590.95,8,2026-03-23T08:50:30.648265+00:00,79.1092,0.911,high_outcome,observed_outcome_v1
osm_427163245,Yangtaru Sekuwa Corner,cafe,openstreetmap,27.7255002,85.3500831,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,8.0,3.0,33.45,4925.26,8.0,1500.0,25.0,7.0,69.24,3.0,348.07,0.0,509.56,13,4,4125,8.015,1.95,5.57125,2.4,10.439,10.6668,fallback,True,25,7,69.24,3,0,348.07,0,0,509.56,8,3,33.45,4925.26,8,2026-03-23T08:50:30.648265+00:00,66.599,0.8558,medium_outcome,observed_outcome_v1
osm_9528661717,Zoom cafe,cafe,openstreetmap,27.7197255,85.3460621,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,13.0,5.0,0.0,232.54,73.0,302.11,17.0,3.0,67.92,6.0,147.56,5.0,85.33,21,4,10585,11.0035,4.38,10.0,8.78,12.718,10.6668,enriched,True,43,7,29.23,45,21,9.81,2,0,220.03,12,4,40.51,4458.01,8,2026-03-23T08:50:30.648265+00:00,80.839,0.9203,high_outcome,observed_outcome_v1
osm_9528673818,क्याफे डे पासज,cafe,openstreetmap,27.7183356,85.3464888,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,13.0,7.0,0.0,200.91,95.0,263.29,23.0,2.0,97.32,6.0,15.04,5.0,71.39,23,4,9904,11.6902,5.34,10.0,8.78,13.006,10.6668,enriched,True,51,8,56.58,45,29,2.19,2,1,65.64,12,6,50.45,4409.66,8,2026-03-23T08:50:30.648265+00:00,82.9836,0.9292,high_outcome,observed_outcome_v1
osm_10549101612,चियावाला चाबहिल,cafe,openstreetmap,27.7170282,85.343528,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,13.0,2.0,0.0,341.76,99.0,332.52,21.0,5.0,17.81,5.0,266.43,4.0,304.9,24,4,18348,12.1635,2.86,10.0,8.78,12.262,10.6668,enriched,True,50,10,14.51,39,5,88.91,1,0,349.62,12,1,152.69,4249.78,8,2026-03-23T08:50:30.648265+00:00,83.3276,0.9438,high_outcome,observed_outcome_v1
osm_5175879624,Cafe Pashupati,cafe,openstreetmap,27.7100558,85.3494056,8.0,9738.0,2164.0,2.0,4869.0,4.869,0.0,0.0,0.0,0,0.0,0.0,6.0,2.0,0.0,319.34,41.0,426.33,4.0,0.0,398.58,2.0,410.58,2.0,436.09,4,0,755,2.7256,1.06,2.6,4.32,2.9321,9.1839,enriched,True,8,0,394.12,3,0,410.58,0,0,905.49,5,1,128.24,4248.41,8,2026-03-23T08:50:30.648265+00:00,30.5156,0.6553,low_outcome,observed_outcome_v1
osm_6390260885,Cafe du Pashupati,cafe,openstreetmap,27.7098173,85.3506801,8.0,9738.0,2164.0,2.0,4869.0,4.869,0.0,0.0,0.0,0,0.0,0.0,5.0,2.0,0.0,267.9,17.0,456.52,4.0,0.0,361.58,1.0,496.1,1.0,406.79,4,0,1515,2.8648,0.77,1.9,3.68,2.6001,9.1839,enriched,True,8,0,356.87,1,0,496.1,0,0,971.35,4,1,128.24,4299.86,8,2026-03-23T08:50:30.648265+00:00,32.5908,0.672,low_outcome,observed_outcome_v1
osm_9947386219,Creeper World,cafe,openstreetmap,27.7140061,85.3535473,8.0,9738.0,2164.0,2.0,4869.0,4.869,0.0,0.0,0.0,0,0.0,0.0,7.0,1.0,0.0,282.95,9.0,457.84,20.0,3.0,98.57,2.0,349.63,0.0,500.0,16,3,5074,8.6564,0.46,8.8,4.96,4.9222,9.1839,enriched,True,36,6,98.49,2,0,349.63,0,0,781.39,6,0,243.63,4552.77,8,2026-03-23T08:50:30.648265+00:00,49.5834,0.784,medium_outcome,observed_outcome_v1
osm_4155180091,Kavreli cafe,cafe,openstreetmap,27.7118379,85.3541503,8.0,9738.0,2164.0,2.0,4869.0,4.869,0.0,0.0,0.0,0,0.0,0.0,5.0,2.0,0.0,215.18,0.0,500.0,7.0,2.0,168.77,1.0,491.63,0.0,500.0,6,1,2215,4.0907,0.0,4.5,3.68,3.2791,9.1839,enriched,True,13,3,168.77,1,0,491.63,0,0,978.92,4,1,9.41,4518.23,8,2026-03-23T08:50:30.648265+00:00,36.681,0.6983,low_outcome,observed_outcome_v1
osm_4155225589,Unknown Cafe,cafe,openstreetmap,27.7134002,85.3503855,8.0,9738.0,2164.0,2.0,4869.0,4.869,0.0,0.0,0.0,0,0.0,0.0,9.0,3.0,0.0,271.73,67.0,343.74,18.0,3.0,74.66,1.0,108.01,0.0,500.0,14,3,6135,7.9944,1.88,9.3,6.23,5.5231,9.1839,enriched,True,32,6,72.03,3,1,108.01,0,0,604.56,8,2,134.95,4384.78,8,2026-03-23T08:50:30.648265+00:00,48.9515,0.7781,medium_outcome,observed_outcome_v1
osm_4789454722,Unknown Cafe,cafe,openstreetmap,27.711818,85.3651931,8.0,9738.0,2164.0,2.0,4869.0,4.869,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.0,4.0,0.0,215.08,0.0,500.0,1.0,18.0,4,0,650,2.6957,1.86,4.0,1.14,3.6621,9.1839,enriched,True,8,0,213.16,0,0,942.01,0,0,1919.88,0,0,749.63,5148.03,8,2026-03-23T08:50:30.648265+00:00,31.2478,0.6518,low_outcome,observed_outcome_v1
osm_9950480117,चिया Park,cafe,openstreetmap,27.7118624,85.3540588,8.0,9738.0,2164.0,2.0,4869.0,4.869,0.0,0.0,0.0,0,0.0,0.0,5.0,2.0,0.0,211.19,0.0,500.0,9.0,2.0,162.01,1.0,482.65,0.0,500.0,7,1,2615,4.4739,0.0,5.1,3.68,3.4891,9.1839,enriched,True,16,3,162.01,1,0,482.65,0,0,970.52,4,1,9.41,4514.29,8,2026-03-23T08:50:30.648265+00:00,37.9928,0.7075,low_outcome,observed_outcome_v1
osm_6046032271,Green Cafe,cafe,openstreetmap,27.696748,85.3509388,9.0,34606.0,7690.0,2.1,16479.0,16.479,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,380.84,12.0,1.0,122.17,3.0,198.04,2.0,63.1,16,4,5737,9.131,2.98,10.0,1.14,10.1616,10.4518,enriched,True,29,6,122.17,6,1,198.04,0,0,1186.44,0,0,685.52,4170.45,8,2026-03-23T08:50:30.648265+00:00,68.0283,0.867,medium_outcome,observed_outcome_v1
osm_9599178617,Unknown Cafe,cafe,openstreetmap,27.7027,85.3422324,9.0,34606.0,7690.0,2.1,16479.0,16.479,0.0,0.0,0.0,0,0.0,0.0,5.0,1.0,0.0,254.98,1.0,135.94,21.0,2.0,43.6,1.0,452.77,0.0,500.0,25,5,10638,12.8545,0.44,8.7,3.68,8.9446,10.4518,enriched,True,50,8,42.75,5,0,246.4,2,1,119.94,4,0,260.16,3842.47,8,2026-03-23T08:50:30.648265+00:00,75.8222,0.9357,high_outcome,observed_outcome_v1
osm_11892660911,Unknown Cafe,cafe,openstreetmap,27.7050046,85.3503337,9.0,34606.0,7690.0,2.1,16479.0,16.479,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,235.34,15.0,4.0,31.62,2.0,47.56,1.0,133.01,11,4,4287,7.3227,2.57,9.1,1.14,9.7236,10.4518,enriched,True,26,8,31.62,3,3,47.56,0,0,948.86,0,0,536.23,4193.51,8,2026-03-23T08:50:30.648265+00:00,62.4698,0.8338,medium_outcome,observed_outcome_v1
osm_9215936217,खुशी कफी हाउस (राम मन्दिर मार्ग),cafe,openstreetmap,27.7049723,85.3416027,9.0,34606.0,7690.0,2.1,16479.0,16.479,0.0,0.0,0.0,0,0.0,0.0,8.0,1.0,0.0,350.48,5.0,325.0,15.0,1.0,186.96,1.0,369.3,1.0,374.16,21,1,8283,9.6044,1.39,7.2,5.59,8.7046,10.4518,enriched,True,37,3,128.53,5,0,369.3,2,0,247.38,7,0,260.16,3849.96,8,2026-03-23T08:50:30.648265+00:00,66.9981,0.8818,medium_outcome,observed_outcome_v1
osm_10206769417,चिया कफी पसल,cafe,openstreetmap,27.699629,85.3570947,9.0,34606.0,7690.0,2.1,16479.0,16.479,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,204.98,0.0,0.0,500.0,0.0,500.0,1.0,349.98,0,0,0,0.0,3.94,0.3,1.14,7.0546,10.4518,enriched,True,0,0,539.97,0,0,532.05,0,0,1621.54,0,0,685.52,4484.62,8,2026-03-23T08:50:30.648265+00:00,19.387,0.5492,low_outcome,observed_outcome_v1
osm_5367652206,Amigo cafe,cafe,openstreetmap,27.6886613,85.3353971,10.0,32349.0,7188.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,20.0,6.0,0.0,273.21,42.0,216.65,17.0,5.0,135.76,6.0,124.07,3.0,65.04,24,7,16565,13.493,5.73,10.0,10.0,10.3654,10.3844,enriched,True,46,14,135.76,16,7,7.34,0,0,1452.52,19,5,76.57,3721.63,8,2026-03-23T08:50:30.648265+00:00,79.1675,0.9453,high_outcome,observed_outcome_v1
osm_2027866686,Anmol Catering Service,cafe,openstreetmap,27.6906279,85.3348877,10.0,32349.0,7188.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,18.0,6.0,0.0,249.52,48.0,303.24,21.0,3.0,42.43,8.0,208.4,3.0,111.51,30,1,11330,12.8171,4.78,10.0,10.0,10.0804,10.3844,enriched,True,60,6,42.43,17,2,116.95,0,0,1264.65,17,5,9.3,3675.73,8,2026-03-23T08:50:30.648265+00:00,76.9182,0.9326,high_outcome,observed_outcome_v1
osm_915081177,Cake And Bake,cafe,openstreetmap,27.6887719,85.3309474,10.0,32349.0,7188.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,28.0,2.0,66.3,3650.96,8.0,1553.0,67.0,4.0,61.79,15.0,155.1,0.0,1112.07,31,2,8511,13.5598,2.5,5.57125,8.4,7.8463,10.3844,fallback,True,67,4,61.79,15,4,155.1,0,0,1112.07,28,2,66.3,3650.96,8,2026-03-23T08:50:30.648265+00:00,72.6466,0.9345,high_outcome,observed_outcome_v1
osm_10701256279,Cake station,cafe,openstreetmap,27.688673,85.3282727,10.0,32349.0,7188.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,19.0,11.0,0.0,187.7,13.0,285.87,23.0,6.0,16.4,6.0,144.06,1.0,326.49,27,10,6401,15.7029,3.03,10.0,10.0,9.5554,10.3844,enriched,True,60,18,16.4,8,1,144.06,0,0,903.09,17,9,13.2,3631.49,8,2026-03-23T08:50:30.648265+00:00,75.5652,0.9286,high_outcome,observed_outcome_v1
