place_id,name,lat,lng,type,rating,review_count,price_level,is_operational,source,competitors_within_500m,competitors_within_200m,competitors_min_distance,competitors_avg_distance,roads_within_500m,roads_avg_distance,schools_within_500m,schools_within_200m,schools_min_distance,hospitals_within_500m,hospitals_min_distance,bus_stops_within_500m,bus_stops_min_distance,population_density_proxy,accessibility_score,foot_traffic_score,competition_pressure,ward_number,population,households,area_sqkm,population_density,computed_schools_within_500m,computed_schools_within_200m,computed_schools_min_distance,computed_hospitals_within_500m,computed_hospitals_within_200m,computed_hospitals_min_distance,computed_bus_stops_within_500m,computed_bus_stops_within_200m,computed_bus_stops_min_distance,computed_competitors_within_500m,computed_competitors_within_200m,computed_competitors_min_distance,computed_competitors_avg_distance,education_points_within_500m,education_points_within_200m,education_students_within_500m,road_feature_source,dataset_count_raw_files,combined_at
osm_11363642470,Holiday Cafe,27.730786,85.3299385,cafe,,,,True,openstreetmap,16.0,7.0,0.0,287.9,1.0,428.8,11.0,5.0,5.24,3.0,74.37,1.0,428.8,50.93,0.28,8.3,10.0,3,33805,7512,1.5,22536,29,10,5.24,19,4,21.02,0,0,1157.33,14,6,18.04,4804.36,12,4,3757,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9528648020,Kaffi and bites,27.7393894,85.3256881,cafe,,,,True,openstreetmap,12.0,5.0,100.27,5520.77,8.0,1500.0,19.0,5.0,18.55,25.0,16.85,0.0,1071.78,22.536,2.5,5.57125,3.6,3,33805,7512,1.5,22536,19,5,18.55,25,11,16.85,0,0,1071.78,12,5,100.27,5520.77,6,2,5730,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10011753420,Kitli Chiya,27.7462637,85.3271158,cafe,,,,True,openstreetmap,6.0,2.0,15.3,6160.31,8.0,1500.0,4.0,1.0,31.15,14.0,24.53,0.0,1148.76,22.536,1.6,5.57125,1.8,3,33805,7512,1.5,22536,4,1,31.15,14,1,24.53,0,0,1148.76,6,2,15.3,6160.31,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_11391709036,Kwality cafe,27.726386,85.3233581,cafe,,,,True,openstreetmap,16.0,8.0,0.0,248.97,1.0,294.96,9.0,3.0,157.12,1.0,132.71,1.0,294.96,33.1,0.79,6.9,10.0,3,33805,7512,1.5,22536,17,5,157.12,10,6,41.97,0,0,898.2,13,6,33.34,4494.75,8,2,4155,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_2072662338,Lama's Cafe,27.7303055,85.325174,cafe,,,,True,openstreetmap,19.0,7.0,0.0,287.33,1.0,185.53,10.0,2.0,116.56,4.0,158.77,1.0,185.53,54.75,1.22,8.4,10.0,3,33805,7512,1.5,22536,22,6,87.37,12,5,129.14,0,0,1151.15,16,5,34.64,4768.0,10,3,5327,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9526052617,Maya Pub,27.738297,85.3259847,cafe,,,,True,openstreetmap,5.0,3.0,0.0,148.87,4.0,329.22,5.0,0.0,310.47,7.0,48.23,0.0,500.0,57.3,0.82,5.8,3.68,3,33805,7512,1.5,22536,21,5,79.11,27,12,48.23,0,0,1049.47,10,5,77.75,5422.3,7,2,6180,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9524308317,Mummy's Cafe,27.72917,85.326511,cafe,,,,True,openstreetmap,24.0,7.0,0.0,304.75,1.0,167.33,13.0,1.0,144.1,5.0,235.09,1.0,167.33,68.75,1.29,9.7,10.0,3,33805,7512,1.5,22536,26,4,122.09,14,2,101.52,0,0,1240.46,22,5,68.14,4677.83,11,2,5707,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_2071332684,NAXA Canteen,27.7307848,85.3295597,cafe,,,,True,openstreetmap,16.0,5.0,0.0,276.75,1.0,438.69,11.0,5.0,41.52,3.0,86.06,1.0,438.69,50.93,0.24,8.3,10.0,3,33805,7512,1.5,22536,29,9,41.52,19,4,26.61,0,0,1178.89,14,4,36.78,4802.54,12,3,3757,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_2077238425,New Horizon cafe,27.7385718,85.3252583,cafe,,,,True,openstreetmap,10.0,3.0,77.75,5450.12,8.0,1500.0,19.0,5.0,88.41,24.0,66.48,0.0,1117.66,22.536,2.5,5.57125,3.0,3,33805,7512,1.5,22536,19,5,88.41,24,12,66.48,0,0,1117.66,10,3,77.75,5450.12,7,1,6180,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_2073153212,Niyalo Cafe,27.7309421,85.3298884,cafe,,,,True,openstreetmap,16.0,6.0,0.0,293.06,2.0,448.9,11.0,5.0,16.73,3.0,57.84,2.0,413.06,54.75,0.4,8.6,10.0,3,33805,7512,1.5,22536,29,10,16.73,20,4,33.62,0,0,1145.87,14,5,18.04,4816.06,12,4,3757,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_2077238426,Oasis Cafe,27.7396353,85.3269549,cafe,,,,True,openstreetmap,15.0,4.0,112.2,5538.36,8.0,1500.0,20.0,5.0,95.36,26.0,47.47,0.0,947.54,22.536,2.5,5.57125,4.5,3,33805,7512,1.5,22536,20,5,95.36,26,8,47.47,0,0,947.54,15,4,112.2,5538.36,6,2,5730,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_9528550517,Pratistha cafe,27.7414592,85.330177,cafe,,,,True,openstreetmap,12.0,5.0,13.28,5705.93,8.0,1500.0,16.0,4.0,87.97,25.0,131.44,0.0,671.23,22.536,2.5,5.57125,3.6,3,33805,7512,1.5,22536,16,4,87.97,25,5,131.44,0,0,671.23,12,5,13.28,5705.93,5,0,4900,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_9526081918,Royal Cafe Station,27.7367555,85.3236336,cafe,,,,True,openstreetmap,5.0,2.0,0.0,208.21,4.0,173.94,2.0,0.0,348.07,3.0,188.36,1.0,270.6,28.01,2.18,3.6,3.68,3,33805,7512,1.5,22536,20,5,44.92,20,6,76.85,0,0,1185.59,11,3,77.62,5303.23,7,1,6180,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9529597419,Royal Himalayan Cofee,27.7310392,85.3289403,cafe,,,,True,openstreetmap,15.0,4.0,0.0,266.73,2.0,456.05,10.0,5.0,75.99,3.0,114.15,2.0,435.22,52.2,0.34,8.3,10.0,3,33805,7512,1.5,22536,26,9,75.99,18,4,47.5,0,0,1193.51,13,3,67.21,4819.98,11,3,3607,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10186037317,Selfie Food Cafe,27.7469311,85.347852,cafe,,,,True,openstreetmap,4.0,2.0,71.35,6526.32,8.0,1500.0,5.0,0.0,313.54,4.0,31.06,0.0,742.57,22.536,1.35,5.57125,1.2,3,33805,7512,1.5,22536,5,0,313.54,4,1,31.06,0,0,742.57,4,2,71.35,6526.32,1,0,225,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10011697901,Shrijana Special Chiya Pasal,27.7464696,85.3261832,cafe,,,,True,openstreetmap,3.0,2.0,83.57,6183.36,8.0,1500.0,3.0,1.0,63.45,12.0,70.06,0.0,1227.97,22.536,1.45,5.57125,0.9,3,33805,7512,1.5,22536,3,1,63.45,12,2,70.06,0,0,1227.97,3,2,83.57,6183.36,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10017278898,Thali Cafe,27.7418112,85.3307291,cafe,,,,True,openstreetmap,10.0,6.0,37.81,5740.6,8.0,1500.0,18.0,4.0,53.23,25.0,110.74,0.0,636.16,22.536,2.5,5.57125,3.0,3,33805,7512,1.5,22536,18,4,53.23,25,4,110.74,0,0,636.16,10,6,37.81,5740.6,5,0,3830,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_9528550019,Thali cafe,27.7415283,85.330287,cafe,,,,True,openstreetmap,11.0,5.0,13.28,5712.67,8.0,1500.0,16.0,4.0,77.74,24.0,135.54,0.0,663.81,22.536,2.5,5.57125,3.3,3,33805,7512,1.5,22536,16,4,77.74,24,6,135.54,0,0,663.81,11,5,13.28,5712.67,5,0,4900,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_1905155387,Universal Cafe,27.7393987,85.3389263,cafe,,,,True,openstreetmap,11.0,3.0,0.0,289.26,7.0,261.26,11.0,2.0,193.11,3.0,182.39,1.0,178.79,50.93,2.86,8.3,7.5,3,33805,7512,1.5,22536,24,5,137.24,16,8,129.95,1,0,231.08,9,2,6.13,5623.27,11,3,1535,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_4985309194,Universal Cafe,27.7393436,85.3389259,cafe,,,,True,openstreetmap,11.0,3.0,0.0,287.83,8.0,292.14,11.0,2.0,193.95,3.0,184.01,1.0,181.03,50.93,2.85,8.3,7.5,3,33805,7512,1.5,22536,24,4,141.23,16,8,124.34,1,0,231.06,9,2,6.13,5618.44,11,2,1535,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_4730045290,Unknown Cafe,27.7366443,85.324754,cafe,,,,True,openstreetmap,5.0,3.0,0.0,158.36,4.0,239.89,3.0,0.0,331.21,5.0,115.09,1.0,367.82,43.29,1.6,4.7,3.68,3,33805,7512,1.5,22536,20,2,29.77,23,6,115.09,0,0,1202.71,10,4,110.96,5285.27,8,1,6580,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_4787719477,Unknown Cafe,27.7366601,85.3481508,cafe,,,,True,openstreetmap,3.0,1.0,35.62,5644.52,8.0,1500.0,8.0,4.0,16.08,8.0,18.09,1.0,477.18,22.536,2.55,5.57125,0.9,3,33805,7512,1.5,22536,8,4,16.08,8,3,18.09,1,0,477.18,3,1,35.62,5644.52,1,0,800,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_5006170124,Unknown Cafe,27.7438263,85.3405843,cafe,,,,True,openstreetmap,3.0,2.0,0.0,140.9,2.0,170.07,14.0,1.0,46.94,2.0,309.65,0.0,500.0,48.38,0.79,7.0,2.41,3,33805,7512,1.5,22536,33,6,46.94,6,2,76.44,0,0,595.23,2,1,179.16,6055.2,16,3,3543,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_5158172421,Unknown Cafe,27.7286503,85.3258848,cafe,,,,True,openstreetmap,23.0,7.0,0.0,290.28,1.0,95.51,12.0,2.0,96.89,3.0,295.98,1.0,95.51,53.48,1.56,10.0,10.0,3,33805,7512,1.5,22536,25,5,92.12,14,2,28.47,0,0,1168.09,20,5,17.13,4641.19,11,3,5707,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_5276596723,Unknown Cafe,27.7384416,85.3351587,cafe,,,,True,openstreetmap,11.0,7.0,0.0,193.07,11.0,297.97,9.0,2.0,185.06,7.0,183.55,2.0,265.3,75.12,3.08,9.6,7.5,3,33805,7512,1.5,22536,17,2,185.06,22,2,20.96,1,1,174.13,10,5,11.96,5477.7,6,0,640,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_5290826527,Unknown Cafe,27.7383815,85.3352595,cafe,,,,True,openstreetmap,12.0,7.0,0.0,214.56,10.0,278.82,9.0,2.0,177.68,7.0,186.14,2.0,262.22,75.12,3.29,9.6,8.14,3,33805,7512,1.5,22536,17,2,177.68,22,2,28.53,1,1,170.53,11,5,11.96,5473.81,6,0,640,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_5848260185,Unknown Cafe,27.7270979,85.3237688,cafe,,,,True,openstreetmap,16.0,9.0,0.0,196.25,1.0,206.43,10.0,2.0,109.19,2.0,101.97,1.0,206.43,42.02,1.14,7.6,10.0,3,33805,7512,1.5,22536,20,4,109.19,11,6,43.27,0,0,939.58,13,7,3.75,4541.08,9,2,4305,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_6762952886,Unknown Cafe,27.7365684,85.3484976,cafe,,,,True,openstreetmap,3.0,1.0,35.62,5649.25,8.0,1500.0,6.0,4.0,46.46,8.0,53.36,1.0,458.44,22.536,2.25,5.57125,0.9,3,33805,7512,1.5,22536,6,4,46.46,8,3,53.36,1,0,458.44,3,1,35.62,5649.25,1,0,800,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_7309368485,Unknown Cafe,27.745874,85.3474071,cafe,,,,True,openstreetmap,4.0,3.0,125.43,6416.01,8.0,1500.0,9.0,0.0,287.32,4.0,156.08,0.0,751.42,22.536,1.95,5.57125,1.2,3,33805,7512,1.5,22536,9,0,287.32,4,1,156.08,0,0,751.42,4,3,125.43,6416.01,3,0,988,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_8296660017,Unknown Cafe,27.7385277,85.3355572,cafe,,,,True,openstreetmap,12.0,6.0,0.0,209.17,10.0,270.76,9.0,3.0,144.75,6.0,179.53,1.0,229.75,64.94,3.47,8.9,8.14,3,33805,7512,1.5,22536,18,3,144.75,20,5,60.87,1,1,137.84,11,4,33.51,5490.58,7,0,930,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_8349373723,Unknown Cafe,27.7441868,85.3474766,cafe,,,,True,openstreetmap,3.0,1.0,187.73,6265.48,8.0,1541.0,16.0,0.0,209.96,3.0,338.4,0.0,864.1,22.536,1.95,5.57125,0.9,3,33805,7512,1.5,22536,16,0,209.96,3,0,338.4,0,0,864.1,3,1,187.73,6265.48,6,0,2238,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_9524309219,Unknown Cafe,27.7280504,85.3243611,cafe,,,,True,openstreetmap,16.0,8.0,0.0,181.51,1.0,86.34,10.0,2.0,138.32,3.0,163.44,1.0,86.34,48.38,1.6,10.0,10.0,3,33805,7512,1.5,22536,20,4,138.32,11,5,68.93,0,0,1008.78,13,6,53.67,4604.97,9,2,4247,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9524311417,Unknown Cafe,27.7271204,85.3237404,cafe,,,,True,openstreetmap,16.0,9.0,0.0,196.05,1.0,205.89,10.0,2.0,112.47,2.0,98.39,1.0,205.89,42.02,1.14,7.6,10.0,3,33805,7512,1.5,22536,20,4,112.47,11,6,41.23,0,0,936.93,13,7,3.75,4542.88,9,2,4305,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9524312617,Unknown Cafe,27.7262151,85.3230798,cafe,,,,True,openstreetmap,16.0,8.0,0.0,270.09,1.0,325.71,9.0,2.0,189.63,1.0,143.21,1.0,325.71,33.1,0.67,6.9,10.0,3,33805,7512,1.5,22536,16,3,189.63,10,6,9.6,0,0,871.64,13,6,33.34,4485.41,7,1,4075,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9538934418,Unknown Cafe,27.7300842,85.3254217,cafe,,,,True,openstreetmap,19.0,7.0,0.0,274.65,1.0,166.8,10.0,2.0,146.78,4.0,161.49,1.0,166.8,54.75,1.29,8.4,10.0,3,33805,7512,1.5,22536,22,6,63.15,13,4,111.16,0,0,1165.66,16,5,34.64,4749.89,10,3,5327,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9538934920,Unknown Cafe,27.7287819,85.3259752,cafe,,,,True,openstreetmap,24.0,7.0,0.0,298.51,1.0,105.39,12.0,1.0,106.62,4.0,280.22,1.0,105.39,59.84,1.53,9.0,10.0,3,33805,7512,1.5,22536,25,4,101.26,15,2,36.56,0,0,1179.69,21,5,17.13,4650.53,11,2,5707,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10186036917,Unknown Cafe,27.7475629,85.3479785,cafe,,,,True,openstreetmap,4.0,2.0,71.35,6588.56,8.0,1500.0,3.0,0.0,326.13,4.0,40.29,0.0,734.03,22.536,1.05,5.57125,1.2,3,33805,7512,1.5,22536,3,0,326.13,4,1,40.29,0,0,734.03,4,2,71.35,6588.56,1,0,225,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_13081786301,Unknown Cafe,27.7369384,85.326424,cafe,,,,True,openstreetmap,5.0,4.0,0.0,158.55,3.0,318.83,4.0,0.0,215.37,8.0,56.57,0.0,500.0,61.12,0.65,5.9,3.68,3,33805,7512,1.5,22536,24,3,99.44,30,4,47.38,0,0,1035.47,10,3,157.13,5302.67,8,1,6180,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10011926540,Yellow Cafe,27.7433556,85.3299225,cafe,,,,True,openstreetmap,11.0,4.0,101.62,5881.95,8.0,1500.0,12.0,1.0,174.03,25.0,25.66,0.0,790.49,22.536,2.5,5.57125,3.3,3,33805,7512,1.5,22536,12,1,174.03,25,8,25.66,0,0,790.49,11,4,101.62,5881.95,1,0,300,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_3072758224,sekuwa corner,27.7492159,85.3470799,cafe,,,,True,openstreetmap,3.0,0.0,203.97,6717.48,8.0,1500.0,1.0,0.0,322.36,3.0,125.25,0.0,623.32,22.536,0.6,5.57125,0.9,3,33805,7512,1.5,22536,1,0,322.36,3,1,125.25,0,0,623.32,3,0,203.97,6717.48,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10005438010,गुरु क्याफे,27.7369224,85.3193955,cafe,,,,True,openstreetmap,12.0,1.0,185.08,5371.61,8.0,1500.0,25.0,3.0,28.52,17.0,169.87,0.0,780.29,22.536,2.5,5.57125,3.6,3,33805,7512,1.5,22536,25,3,28.52,17,5,169.87,0,0,780.29,12,1,185.08,5371.61,8,0,4700,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_9524339818,रेडमड क्याफे,27.7276225,85.3238918,cafe,,,,True,openstreetmap,16.0,8.0,0.0,183.91,1.0,152.51,10.0,1.0,125.12,3.0,105.75,1.0,152.51,48.38,1.34,8.0,10.0,3,33805,7512,1.5,22536,20,2,125.12,12,4,8.51,0,0,956.58,13,6,13.04,4577.41,9,1,4247,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_2082988632,A to Z Bakery Cafe,27.7209147,85.331515,cafe,,,,True,openstreetmap,17.0,5.0,0.0,289.77,13.0,349.18,16.0,2.0,13.95,3.0,204.12,3.0,362.85,71.3,2.52,10.0,10.0,4,43311,9624,1.6,27069,30,3,13.95,23,2,34.7,0,0,1401.56,16,4,92.87,4166.13,13,1,2353,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_7632617385,AB Coffee Point,27.7249649,85.341577,cafe,,,,True,openstreetmap,10.0,5.0,0.0,241.7,5.0,455.13,7.0,1.0,134.91,1.0,411.26,0.0,500.0,24.19,0.27,4.5,6.87,4,43311,9624,1.6,27069,18,2,128.06,10,4,147.71,0,0,527.31,9,4,69.37,4599.5,8,1,1761,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_923705538,Around The Corner,27.7347248,85.3381497,cafe,,,,True,openstreetmap,6.0,2.0,81.8,5215.45,8.0,1500.0,11.0,2.0,136.38,6.0,83.57,0.0,539.83,27.069,2.4,5.57125,1.8,4,43311,9624,1.6,27069,11,2,136.38,6,1,83.57,0,0,539.83,6,2,81.8,5215.45,4,1,670,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_5992292026,Avocado Cafe,27.7228664,85.3311397,cafe,,,,True,openstreetmap,15.0,6.0,0.0,255.68,10.0,240.83,12.0,2.0,94.89,2.0,20.55,2.0,143.84,50.93,4.88,8.5,10.0,4,43311,9624,1.6,27069,23,4,94.89,14,3,20.55,0,0,1441.91,14,5,46.41,4273.67,10,1,1940,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_4264065757,Belle Ville,27.7223639,85.3312054,cafe,,,,True,openstreetmap,16.0,5.0,0.0,272.58,10.0,256.09,13.0,3.0,40.11,2.0,40.86,2.0,199.86,53.48,4.39,8.8,10.0,4,43311,9624,1.6,27069,25,5,40.11,16,3,40.86,0,0,1431.43,15,4,56.25,4244.77,11,2,2140,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_2006144707,Bhatbhateni Cafe,27.7200213,85.330637,cafe,,,,True,openstreetmap,20.0,5.0,0.0,310.01,12.0,324.96,17.0,1.0,144.43,3.0,249.33,2.0,346.0,70.03,2.61,10.0,10.0,4,43311,9624,1.6,27069,31,1,144.43,21,6,59.79,0,0,1496.82,19,4,30.9,4109.02,13,0,3088,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9523229320,Bubble Tea Station,27.7243482,85.3399528,cafe,,,,True,openstreetmap,12.0,4.0,0.0,265.9,1.0,446.17,8.0,1.0,178.23,0.0,500.0,0.0,500.0,20.37,0.06,4.4,8.14,4,43311,9624,1.6,27069,21,3,140.95,9,4,17.24,0,0,641.07,10,3,5.96,4518.81,10,2,2861,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_3072783382,CS sekuwa,27.7313219,85.3491615,cafe,,,,True,openstreetmap,7.0,2.0,19.33,5273.41,8.0,1500.0,3.0,0.0,438.74,10.0,257.71,2.0,142.7,27.069,2.15,5.57125,2.1,4,43311,9624,1.6,27069,3,0,438.74,10,0,257.71,2,1,142.7,7,2,19.33,5273.41,1,0,495,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_11021430905,Cafe Central,27.7278492,85.3342873,cafe,,,,True,openstreetmap,11.0,1.0,0.0,355.21,1.0,493.66,16.0,7.0,103.97,1.0,373.3,1.0,493.66,50.93,0.02,7.5,7.5,4,43311,9624,1.6,27069,35,14,103.97,8,2,55.46,0,0,1086.67,10,0,301.36,4633.44,16,6,4325,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_3391516598,Cafe Soma,27.7275171,85.330661,cafe,,,,True,openstreetmap,18.0,3.0,0.0,323.82,5.0,404.81,20.0,1.0,73.5,2.0,78.5,2.0,325.72,71.3,1.37,10.0,10.0,4,43311,9624,1.6,27069,39,2,73.02,10,1,78.5,0,0,1434.49,17,2,90.72,4570.51,16,1,5110,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9867934018,Chiya Chuskee,27.7301638,85.3480874,cafe,,,,True,openstreetmap,8.0,2.0,156.88,5151.33,8.0,1500.0,3.0,0.0,281.64,11.0,161.34,3.0,302.98,27.069,2.5,5.57125,2.4,4,43311,9624,1.6,27069,3,0,281.64,11,2,161.34,3,0,302.98,8,2,156.88,5151.33,1,0,495,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_2001058350,Coffee Time,27.7239892,85.3311792,cafe,,,,True,openstreetmap,14.0,6.0,0.0,252.57,8.0,177.09,17.0,3.0,69.67,2.0,143.71,2.0,19.6,63.66,5.52,10.0,9.41,4,43311,9624,1.6,27069,32,6,69.67,8,3,77.38,0,0,1454.79,13,5,45.75,4342.22,14,2,3365,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_2699906123,Dhumbarahi vojanalaya,27.7276422,85.3416028,cafe,,,,True,openstreetmap,9.0,4.0,0.0,236.9,6.0,382.87,6.0,2.0,96.94,1.0,358.3,0.0,500.0,21.65,0.84,4.2,6.23,4,43311,9624,1.6,27069,21,5,48.83,9,1,129.68,1,0,407.06,9,3,69.39,4771.4,9,3,1925,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9523235420,Flames Restro cafe,27.7334187,85.3456452,cafe,,,,True,openstreetmap,9.0,2.0,153.79,5305.83,8.0,1500.0,8.0,0.0,372.76,12.0,8.57,2.0,235.57,27.069,2.9,5.57125,2.7,4,43311,9624,1.6,27069,8,0,372.76,12,8,8.57,2,0,235.57,9,2,153.79,5305.83,3,0,1295,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_9523235117,Friends cafe,27.7228043,85.3386506,cafe,,,,True,openstreetmap,11.0,4.0,0.0,251.49,2.0,446.01,8.0,2.0,94.39,0.0,500.0,0.0,500.0,20.37,0.13,4.4,7.5,4,43311,9624,1.6,27069,20,4,80.4,13,3,134.47,0,0,707.67,9,2,182.94,4396.82,10,2,2581,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_5917453286,Fudo Cafe,27.7295623,85.3308368,cafe,,,,True,openstreetmap,15.0,6.0,0.0,269.42,0.0,500.0,14.0,4.0,130.41,3.0,225.66,0.0,500.0,54.75,0.0,8.9,10.0,4,43311,9624,1.6,27069,30,8,127.77,12,1,159.46,0,0,1228.88,14,5,20.18,4718.09,13,3,4130,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_7816973945,HImalayan Java Baluwatar,27.726702,85.3307019,cafe,,,,True,openstreetmap,16.0,2.0,90.72,4514.76,8.0,1500.0,33.0,4.0,151.79,8.0,12.34,0.0,1461.67,27.069,2.5,5.57125,4.8,4,43311,9624,1.6,27069,33,4,151.79,8,2,12.34,0,0,1461.67,16,2,90.72,4514.76,14,2,4935,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_9518537245,KTM Bubble Tea,27.7277282,85.3423011,cafe,,,,True,openstreetmap,10.0,4.0,0.0,269.74,6.0,333.32,6.0,2.0,113.45,1.0,294.77,0.0,500.0,21.65,1.2,5.7,6.87,4,43311,9624,1.6,27069,21,5,48.01,10,1,183.57,2,0,337.76,10,3,17.45,4796.41,9,3,1925,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_4764301222,Khyaspaal Koffee,27.7346352,85.3463886,cafe,,,,True,openstreetmap,8.0,1.0,153.79,5424.11,8.0,1500.0,6.0,0.0,224.31,13.0,137.11,2.0,388.77,27.069,2.6,5.57125,2.4,4,43311,9624,1.6,27069,6,0,224.31,13,4,137.11,2,0,388.77,8,1,153.79,5424.11,1,0,800,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_9525343713,Lil Bites,27.7241795,85.3398409,cafe,,,,True,openstreetmap,12.0,5.0,0.0,269.19,1.0,434.63,8.0,1.0,162.46,0.0,500.0,0.0,500.0,20.37,0.08,4.4,8.14,4,43311,9624,1.6,27069,21,3,120.34,10,4,7.7,0,0,642.53,10,4,21.75,4505.9,10,2,2861,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9671812899,Mitho Khaja Ghar,27.7278825,85.3423333,cafe,,,,True,openstreetmap,10.0,4.0,0.0,275.42,8.0,369.33,6.0,2.0,130.48,1.0,297.67,1.0,490.71,25.46,1.28,6.0,6.87,4,43311,9624,1.6,27069,21,5,64.06,10,1,197.25,2,0,333.67,11,3,17.45,4807.65,9,3,1925,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_2088458832,Radhe Radhe Bakery Cafe,27.7213424,85.337798,cafe,,,,True,openstreetmap,11.0,4.0,0.0,250.0,4.0,453.13,13.0,2.0,94.79,0.0,500.0,0.0,500.0,33.1,0.22,5.9,7.5,4,43311,9624,1.6,27069,30,3,93.69,17,1,65.1,0,0,781.42,9,2,179.52,4296.27,15,1,2196,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_7187648185,Ramailo Chautari Cafe,27.7225539,85.3359433,cafe,,,,True,openstreetmap,15.0,2.0,0.0,355.68,1.0,485.58,18.0,1.0,197.35,1.0,482.56,0.0,500.0,52.2,0.02,7.8,10.0,4,43311,9624,1.6,27069,37,2,100.88,15,2,107.05,0,0,967.93,13,1,103.28,4324.97,16,0,3161,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_6280119124,Red Cafe,27.7353344,85.3376844,cafe,,,,True,openstreetmap,13.0,2.0,0.0,352.47,6.0,424.82,6.0,1.0,123.91,3.0,434.43,1.0,455.31,38.2,0.66,5.3,8.78,4,43311,9624,1.6,27069,10,2,123.91,14,1,1.99,1,0,462.41,11,1,81.8,5256.07,3,1,670,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_1894153478,Roadhouse Cafe,27.7200796,85.3315321,cafe,,,,True,openstreetmap,19.0,5.0,0.0,309.05,12.0,347.89,16.0,1.0,99.13,3.0,275.23,2.0,369.63,67.48,2.29,10.0,10.0,4,43311,9624,1.6,27069,29,1,99.13,25,6,31.42,0,0,1408.59,18,4,68.4,4121.47,12,0,2733,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_4198396491,Sabrina,27.7333341,85.3380804,cafe,,,,True,openstreetmap,5.0,2.0,0.0,233.38,3.0,445.76,6.0,2.0,152.14,0.0,500.0,1.0,451.5,19.1,0.32,4.1,3.68,4,43311,9624,1.6,27069,15,4,152.14,5,0,227.8,0,0,662.22,4,1,154.79,5103.7,7,2,1270,enriched,8,2026-03-23T08:51:12.926897+00:00
